URL,Size (KB),New Size (KB),Date of Red,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/main-notes-about-google-ai-pro-plan_27.html,178.13,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/notes-on-miscellaneous-stuff.html,177.08,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/08/discussion-on-performance-comparison-of.html,176.95,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/main-notes-about-google-ai-pro-plan_50.html,176.89,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/notes-on-building-aab-file-locally-for.html,176.11,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/04/more-notes-on-react-native-expo-etc.html,174.98,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/notes-on-javascript-minifiers-and.html,167.89,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/02/mern-stack-dev-notes-feb-2025.html,165.91,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/main-notes-about-google-ai-pro-plan.html,165.70,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/notes-on-learning-stage-of-developing_27.html,162.28,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/10/notes-on-learning-bootstrap-misc-notes.html,162.21,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/notes-on-android-emulator-on-win-11-pc.html,158.79,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/05/notes-on-sharing-react-native-project.html,158.51,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/02/windows-11-operation-issues-log.html,157.80,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/exploring-possibility-of-using-local.html,157.73,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-on-learning-nextjs.html,156.22,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/07/notes-on-enhancements-and-bugfixes-to.html,155.60,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/notes-about-possibilities-of-hard-cost.html,153.07,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/10/notes-on-quick-1st-round-of-remaining.html,152.48,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/barebones-blogger-blog-feed-to-html.html,150.97,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/identifying-useful-nextjs-templates.html,149.50,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/main-notes-about-google-ai-pro-plan_51.html,149.26,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/this-blog-is-indexed-by-bing-and.html,149.21,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/01/upgrading-my-amd-fx-4100-quad-core.html,148.34,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/02/notes-on-using-react-native-without.html,148.03,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/06/notes-on-mobilehamburger-menu-in-web-app.html,147.45,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-my-very-simple-bhagavad-gita.html,147.42,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/12/notes-on-android-emulator-for-running.html,146.16,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/06/in-simple-expo-go-rn-projects-is-debug.html,145.57,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/07/html-javascript-project-manual-trigger.html,144.38,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/react-tutorial-blog-app-reactrouterv6.html,143.70,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/notes-about-markdown-issues-and.html,143.00,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/06/protecting-api-keys-used-in-browser.html,142.57,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/12/notes-on-react-native.html,141.88,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/screenshots-of-bloggerfeedtobook.html,141.39,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/free-wordpress-org-installation.html,141.21,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-useaxios-custom-hook-in-react.html,141.10,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/revenuecat-supports-android-in-app.html,141.02,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/08/gita-web-app-nextjs-open-source-v14.html,140.40,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/windows-powershell-script-list-files.html,140.32,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/06/android-app-icon-clipping-issue-and-fix.html,139.70,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/ravi-s-iyer-software-field-biodata.html,139.12,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/08/using-dynamic-number-of-headless-ui.html,138.99,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/maintaining-two-long-lived-variants-of.html,138.19,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/blog-book-clipped-on-left-side-when.html,138.17,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/design-of-mainly-static-school-website.html,138.07,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-height-related-css-settings.html,137.92,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/06/eas-cloud-build-for-ios-needs-apple-dev.html,137.64,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/notes-about-checking-my-nextjs-gita.html,137.12,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/notes-about-google-antigravity-used-in.html,136.83,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/notes-on-my-first-very-simple-agentic.html,136.74,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/05/file-sharing-between-two-windows-1011.html,136.40,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/creating-proprietary-modifications-to.html,135.51,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-adding-authentication-to-blog.html,135.07,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/quick-look-at-claude-code-generated.html,134.71,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/trying-out-variations-of-code-in.html,133.73,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/11/notes-on-form-validation-in-react.html,133.69,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/06/windows-powershell-scripts-copy-without.html,132.94,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/log-of-node-express-tutorial-blog-api.html,132.89,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/powershell-script-to-do-word-level.html,132.72,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/solving-syncing-issue-with-local-git.html,132.44,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/usage-of-async-await-in-dave-grays.html,132.21,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-going-through-nextjs-frontend.html,132.13,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/02/notes-on-creating-debug-and-release.html,132.11,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-on-tailwind-css.html,131.84,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-jio-4g-mobile-internet-in.html,131.82,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-creating-node-express-mongodb.html,131.64,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-bypassing-cors-in-javascript.html,131.36,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/building-react-router-part-of-dave-gray.html,131.24,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/05/improving-usability-of-my-old-win-10.html,130.96,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/10/fixing-oversized-blockquote-text-in.html,130.71,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/react-conditional-rendering.html,130.71,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/procedure-to-build-react-tutorial.html,130.36,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/09/notes-on-2nd-round-of-nodejs-expressjs.html,130.28,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/building-timestamp-tracker-ios-app-and.html,130.23,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/using-robocopy-to-copy-folder-without.html,130.02,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/interesting-react-native-lms.html,129.93,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/react-tutorial-miscellaneous.html,129.57,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/deploying-react-tutorial-grocery-list.html,129.52,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/example-values-full-blog-feed-uri.html,129.36,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-freecodecamporg-full-stack-web.html,129.27,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-on-html-input-size-and-textarea.html,129.14,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/react-hooks.html,129.10,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/flex-justify-content-center-has.html,128.91,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/06/notes-git-github-in-project-with-main.html,128.83,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/bftb-app-rare-error-on-creating.html,128.78,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/how-does-mongoosemongodb-handle.html,128.45,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/steps-to-deploy-react-app-on-netlify.html,128.41,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/08/notes-on-enhancements-and-bugfixes-to.html,128.39,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/rapid-api-advantages-of-using-it-gita.html,128.24,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-log-on-changing-default-port-for.html,128.24,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/08/notes-on-enhancements-and-bugfixes-to_16.html,128.04,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-react-router.html,127.53,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/08/handling-varying-exclude-folders-for.html,127.23,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/usage-and-testing-of-interesting-sg.html,127.21,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-react-blog-app-on-android.html,127.08,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/upskilling-to-mern-web-developer.html,127.06,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/07/gita-app-v10-pathway-to-self-learn.html,126.89,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-using-nextjs-14-with-pages.html,126.88,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/running-html-css-and-javascript.html,126.83,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/css-page-with-header-main-and-footer.html,126.63,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/10/more-notes-on-git.html,126.55,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/12/notes-on-cross-site-scripting-xss-and.html,126.51,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/in-blogbook-generated-by-bftb-how-to.html,126.49,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/bftb-app-640-px-width-image-contained.html,126.43,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-using-axios-on-frontendbrowser.html,126.25,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/copying-selected-content-in-chrome.html,126.02,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/misc-notes.html,125.87,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-about-static-site-generators.html,125.61,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/understanding-legal-issues-when.html,125.58,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/11/open-issues-of-interesting-sg-react.html,125.40,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/bftb-app-current-css-code-and-tests-to.html,125.31,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/01/budget-pc-config-for-good-speed-mern.html,125.26,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/05/chatgpt-on-react-native-vs-react-web.html,125.25,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-about-asyncwrapper-function.html,125.18,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/chrome-bookmarklet-development-and.html,125.11,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-log-about-mongodb-access-via.html,125.06,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/list-of-blog-posts-and-sections-in-them.html,125.05,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/using-winmerge-to-compare-local-project.html,125.05,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/10/notes-on-learning-mongodb-database.html,124.94,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/creating-lists-or-indented-text-within.html,124.81,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/bhagavad-gita-and-hindu-scripture.html,124.79,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/json-server-json-server.html,124.70,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-on-moving-some-appdata-folder.html,124.68,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/react-tutorial-blog-app-using-easy-peasy.html,124.66,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-using-mongodb-command-line.html,124.63,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/updated-roadmap-and-extensive-and-well.html,124.56,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-on-using-git-gui.html,124.55,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/deploying-react-tutorial-grocery-list_21.html,124.55,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-nodejs-related-authentication.html,124.45,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-on-showing-only-current-directory.html,124.31,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/12/notes-on-creating-web-apps-to-run.html,124.23,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/react-installation-on-windows-fixing.html,124.17,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-creating-pdf-document-from-html.html,124.15,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/icon-collections-including-font-awesome.html,124.06,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/deploying-my-variation-of-react.html,123.97,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/blogger-backup-does-not-allow.html,123.96,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-simple-authentication-feature.html,123.93,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/tutorial-links-for-bootstrap-react.html,123.90,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/node-command-line-program-repl-read.html,123.76,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/vite-console-ninja.html,123.64,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/status-of-project-development-of-gita.html,123.56,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/storing-datetime-in-json-file.html,123.51,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/12/notes-on-firebase-cloud-messaging.html,123.49,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/01/roadmap-to-learning-full-stack-web.html,123.46,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/there-seems-to-be-very-limited-telugu.html,123.42,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/strange-issue-with-direct-search-on.html,123.33,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/javascript-opening-window-in-new-tab.html,123.24,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/jsx.html,123.09,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/using-javascript-to-force-clicks-on.html,122.92,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/02/notes-on-possibiity-of-using-online.html,122.78,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/01/notes-about-refreshing-mern-stack.html,122.72,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/sharing-javascript-helper-function.html,122.67,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/01/notes-on-creating-new-blogger-blog-from.html,122.64,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/css-putting-h2-on-left-and-link-on.html,122.62,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/notes-on-css-to-control-bullet-margin.html,122.50,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/07/blogger-posts-lister-web-app.html,122.39,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-on-react-native-tutorial-and.html,122.36,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/08/robocopy-full-and-incremental-backup.html,122.03,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/10/managing-experimental-test-component.html,122.02,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/chrome-devtools-adding-samsung-m21-as.html,122.01,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/started-blogging-about-my-serious-and.html,121.98,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/india-ai-impact-summit-ai-for-everyone.html,121.76,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/03/short-bio.html,121.53,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/06/react-native-and-expo-android-apk.html,121.51,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/notes-about-getting-json-feed-from.html,121.21,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/procedure-to-opt-in-and-install-my.html,121.14,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/09/enrolled-for-free-into-windows-10.html,121.05,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/javascript-settimeout-does-not-require.html,121.00,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/08/gita-web-app-nextjs-open-source-v12.html,120.94,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/moving-npm-cache-from-c-drive-to-d.html,120.82,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/blogger-feed-request-to-get-posts.html,120.75,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/notes-on-gradle-build-system-for.html,120.70,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/simple-samplestests-for-blogger-api.html,120.66,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/free-images-for-website-design-sites.html,120.64,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/live-server-vscode-extension-trips-up.html,120.50,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/04/notes-on-apollo-graphql-connector.html,120.45,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2026/02/gita-web-app-with-many-english-hindi.html,120.42,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/are-any-persons-interested-in.html,120.19,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/moving-postman-directory-appdata-from-c.html,120.16,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/02/very-simple-one-touch-timestamp-on.html,120.15,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/css-solution-to-long-link-causing.html,120.09,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/vertical-scrollbar-takes-up-right.html,120.07,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/08/react-native-app-folder-rename-or-move.html,119.98,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/05/notes-on-low-code-dev-platforms.html,119.75,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2024/04/moving-github-desktop-directory-from.html,119.75,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/12/need-testers-for-my-android-app.html,119.63,,,,,,,,,,,,,,,
https://raviswdev.blogspot.com/2025/07/playwright-automated-testing-tool-for.html,119.58,,,,,,,,,,,,,,,
